l,w,gds,id,fug,vgt,gm,gmoverid,vgs,vds,cgg,vth,vbs,cgs
1.8000000000000002e-07,1e-06,4.634e-05,0.0002369,34990000000.0,0.6257,0.0005111,2.157,1.1,0.9,2.325e-15,0.4743,0.0,-2.235e-15
1.8000000000000002e-07,1.2000000000000002e-07,8.165e-06,3.973e-05,37100000000.0,0.7755,6.535e-05,1.645,1.2,0.9,2.804e-16,0.4245,0.0,-2.648e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.555e-05,7.637e-05,36580000000.0,0.7524,0.0001288,1.686,1.2,0.9,5.601e-16,0.4476,0.0,-5.366e-16
1.8000000000000002e-07,4.800000000000001e-07,2.933e-05,0.0001451,35620000000.0,0.7361,0.0002505,1.727,1.2,0.9,1.119e-15,0.4639,0.0,-1.08e-15
1.8000000000000002e-07,1e-06,5.788e-05,0.0002876,34190000000.0,0.7257,0.0005006,1.741,1.2,0.9,2.33e-15,0.4743,0.0,-2.246e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.585e-11,9.799e-11,6806000.0,-0.3242,3.203e-09,32.8,0.1,1.0,7.489e-17,0.4242,0.0,-2.03e-17
1.8000000000000002e-07,2.4000000000000003e-07,4.664e-11,9.906e-11,3479000.0,-0.3473,3.242e-09,32.96,0.1,1.0,1.483e-16,0.4473,0.0,-3.779e-17
1.8000000000000002e-07,4.800000000000001e-07,5.591e-11,1.186e-10,2084000.0,-0.3636,3.875e-09,33.05,0.1,1.0,2.959e-16,0.4636,0.0,-7.306e-17
1.8000000000000002e-07,1e-06,8.056e-11,1.712e-10,1436000.0,-0.374,5.562e-09,33.07,0.1,1.0,6.166e-16,0.474,0.0,-1.499e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.102e-09,2.37e-09,127700000.0,-0.2242,7.228e-08,30.5,0.2,1.0,9.007e-17,0.4242,0.0,-4.009e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.17e-09,2.484e-09,73600000.0,-0.2473,7.76e-08,31.25,0.2,1.0,1.678e-16,0.4473,0.0,-6.569e-17
1.8000000000000002e-07,4.800000000000001e-07,1.435e-09,3.024e-09,47240000.0,-0.2636,9.569e-08,31.65,0.2,1.0,3.224e-16,0.4636,0.0,-1.15e-16
1.8000000000000002e-07,1e-06,2.088e-09,4.379e-09,33740000.0,-0.274,1.394e-07,31.86,0.2,1.0,6.577e-16,0.474,0.0,-2.219e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.672e-08,3.807e-08,1087000000.0,-0.1242,9.316e-07,24.47,0.3,1.0,1.364e-16,0.4242,0.0,-9.461e-17
1.8000000000000002e-07,2.4000000000000003e-07,2.042e-08,4.508e-08,760400000.0,-0.1473,1.173e-06,26.03,0.3,1.0,2.456e-16,0.4473,0.0,-1.595e-16
1.8000000000000002e-07,4.800000000000001e-07,2.722e-08,5.907e-08,558300000.0,-0.1636,1.599e-06,27.07,0.3,1.0,4.558e-16,0.4636,0.0,-2.787e-16
1.8000000000000002e-07,1e-06,4.159e-08,8.932e-08,435200000.0,-0.174,2.479e-06,27.75,0.3,1.0,9.066e-16,0.474,0.0,-5.307e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.138e-07,3.159e-07,4658000000.0,-0.0242,5.742e-06,18.18,0.4,1.0,1.962e-16,0.4242,0.0,-1.637e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.66e-07,4.304e-07,3630000000.0,-0.04727,8.335e-06,19.37,0.4,1.0,3.654e-16,0.4473,0.0,-3.003e-16
1.8000000000000002e-07,4.800000000000001e-07,2.513e-07,6.242e-07,2912000000.0,-0.0636,1.263e-05,20.24,0.4,1.0,6.905e-16,0.4636,0.0,-5.571e-16
1.8000000000000002e-07,1e-06,4.201e-07,1.016e-06,2444000000.0,-0.07399,2.124e-05,20.91,0.4,1.0,1.384e-15,0.474,0.0,-1.099e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.048e-07,1.488e-06,12780000000.0,0.0758,1.913e-05,12.86,0.5,1.0,2.383e-16,0.4242,0.0,-2.123e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.64e-07,2.274e-06,10990000000.0,0.05273,3.18e-05,13.98,0.5,1.0,4.604e-16,0.4473,0.0,-4.115e-16
1.8000000000000002e-07,4.800000000000001e-07,1.101e-06,3.58e-06,9424000000.0,0.0364,5.298e-05,14.8,0.5,1.0,8.948e-16,0.4636,0.0,-7.981e-16
1.8000000000000002e-07,1e-06,1.971e-06,6.187e-06,8289000000.0,0.02601,9.512e-05,15.37,0.5,1.0,1.826e-15,0.474,0.0,-1.623e-15
1.8000000000000002e-07,1.2000000000000002e-07,9.327e-07,4.264e-06,22180000000.0,0.1758,3.62e-05,8.488,0.6,1.0,2.598e-16,0.4242,0.0,-2.374e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.648e-06,7.184e-06,20710000000.0,0.1527,6.657e-05,9.266,0.6,1.0,5.115e-16,0.4473,0.0,-4.718e-16
1.8000000000000002e-07,4.800000000000001e-07,2.902e-06,1.219e-05,19010000000.0,0.1364,0.0001206,9.895,0.6,1.0,1.01e-15,0.4636,0.0,-9.347e-16
1.8000000000000002e-07,1e-06,5.438e-06,2.223e-05,17590000000.0,0.126,0.0002303,10.36,0.6,1.0,2.084e-15,0.474,0.0,-1.929e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.647e-06,8.601e-06,29370000000.0,0.2758,4.978e-05,5.788,0.7,1.0,2.698e-16,0.4242,0.0,-2.495e-16
1.8000000000000002e-07,2.4000000000000003e-07,3.027e-06,1.537e-05,28390000000.0,0.2527,9.552e-05,6.216,0.7,1.0,5.355e-16,0.4473,0.0,-5.01e-16
1.8000000000000002e-07,4.800000000000001e-07,5.515e-06,2.737e-05,26910000000.0,0.2364,0.00018,6.577,0.7,1.0,1.064e-15,0.4636,0.0,-1.001e-15
1.8000000000000002e-07,1e-06,1.062e-05,5.18e-05,25600000000.0,0.226,0.0003552,6.856,0.7,1.0,2.208e-15,0.474,0.0,-2.078e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.503e-06,1.408e-05,34210000000.0,0.3758,5.905e-05,4.195,0.8,1.0,2.747e-16,0.4242,0.0,-2.558e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.69e-06,2.597e-05,33470000000.0,0.3527,0.0001151,4.43,0.8,1.0,5.472e-16,0.4473,0.0,-5.159e-16
1.8000000000000002e-07,4.800000000000001e-07,8.7e-06,4.753e-05,32150000000.0,0.3364,0.0002203,4.634,0.8,1.0,1.091e-15,0.4636,0.0,-1.035e-15
1.8000000000000002e-07,1e-06,1.701e-05,9.19e-05,30920000000.0,0.326,0.0004404,4.792,0.8,1.0,2.267e-15,0.474,0.0,-2.152e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.477e-06,2.029e-05,37140000000.0,0.4757,6.474e-05,3.19,0.9,1.0,2.774e-16,0.4243,0.0,-2.595e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.58e-06,3.812e-05,36490000000.0,0.4527,0.0001269,3.328,0.9,1.0,5.533e-16,0.4473,0.0,-5.244e-16
1.8000000000000002e-07,4.800000000000001e-07,1.233e-05,7.09e-05,35260000000.0,0.4363,0.0002446,3.451,0.9,1.0,1.104e-15,0.4637,0.0,-1.054e-15
1.8000000000000002e-07,1e-06,2.429e-05,0.0001387,34040000000.0,0.426,0.0004913,3.541,0.9,1.0,2.297e-15,0.474,0.0,-2.193e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.562e-06,2.693e-05,38550000000.0,0.5757,6.756e-05,2.509,1.0,1.0,2.789e-16,0.4243,0.0,-2.618e-16
1.8000000000000002e-07,2.4000000000000003e-07,8.682e-06,5.114e-05,37930000000.0,0.5527,0.0001327,2.595,1.0,1.0,5.568e-16,0.4473,0.0,-5.299e-16
1.8000000000000002e-07,4.800000000000001e-07,1.636e-05,9.606e-05,36770000000.0,0.5363,0.0002569,2.674,1.0,1.0,1.112e-15,0.4637,0.0,-1.065e-15
1.8000000000000002e-07,1e-06,3.236e-05,0.0001893,35490000000.0,0.5259,0.0005161,2.726,1.0,1.0,2.314e-15,0.4741,0.0,-2.217e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.766e-06,3.373e-05,38740000000.0,0.6757,6.811e-05,2.019,1.1,1.0,2.798e-16,0.4243,0.0,-2.635e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.1e-05,6.451e-05,38150000000.0,0.6526,0.000134,2.076,1.1,1.0,5.588e-16,0.4474,0.0,-5.336e-16
1.8000000000000002e-07,4.800000000000001e-07,2.08e-05,0.000122,37060000000.0,0.6363,0.00026,2.131,1.1,1.0,1.116e-15,0.4637,0.0,-1.074e-15
1.8000000000000002e-07,1e-06,4.121e-05,0.0002413,35690000000.0,0.6259,0.0005212,2.16,1.1,1.0,2.324e-15,0.4741,0.0,-2.234e-15
1.8000000000000002e-07,1.2000000000000002e-07,7.103e-06,4.049e-05,38000000000.0,0.7757,6.692e-05,1.653,1.2,1.0,2.802e-16,0.4243,0.0,-2.647e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.358e-05,7.782e-05,37450000000.0,0.7526,0.0001317,1.693,1.2,1.0,5.599e-16,0.4474,0.0,-5.363e-16
1.8000000000000002e-07,4.800000000000001e-07,2.571e-05,0.0001478,36450000000.0,0.7363,0.0002562,1.733,1.2,1.0,1.119e-15,0.4637,0.0,-1.08e-15
1.8000000000000002e-07,1e-06,5.091e-05,0.000293,34970000000.0,0.7259,0.0005118,1.746,1.2,1.0,2.329e-15,0.4741,0.0,-2.245e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.455e-11,1.026e-10,7123000.0,-0.3241,3.35e-09,32.8,0.1,1.1,7.486e-17,0.4241,0.0,-2.031e-17
1.8000000000000002e-07,2.4000000000000003e-07,4.53e-11,1.039e-10,3643000.0,-0.3471,3.393e-09,32.96,0.1,1.1,1.482e-16,0.4471,0.0,-3.78e-17
1.8000000000000002e-07,4.800000000000001e-07,5.431e-11,1.247e-10,2183000.0,-0.3635,4.056e-09,33.05,0.1,1.1,2.958e-16,0.4635,0.0,-7.307e-17
1.8000000000000002e-07,1e-06,7.831e-11,1.802e-10,1504000.0,-0.3739,5.825e-09,33.07,0.1,1.1,6.163e-16,0.4739,0.0,-1.499e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.072e-09,2.479e-09,133500000.0,-0.2241,7.557e-08,30.49,0.2,1.1,9.007e-17,0.4241,0.0,-4.013e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.138e-09,2.6e-09,77010000.0,-0.2471,8.119e-08,31.24,0.2,1.1,1.678e-16,0.4471,0.0,-6.575e-17
1.8000000000000002e-07,4.800000000000001e-07,1.395e-09,3.166e-09,49450000.0,-0.2635,1.001e-07,31.65,0.2,1.1,3.223e-16,0.4635,0.0,-1.151e-16
1.8000000000000002e-07,1e-06,2.031e-09,4.586e-09,35340000.0,-0.2739,1.46e-07,31.86,0.2,1.1,6.575e-16,0.4739,0.0,-2.221e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.629e-08,3.972e-08,1132000000.0,-0.1241,9.701e-07,24.42,0.3,1.1,1.364e-16,0.4241,0.0,-9.466e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.989e-08,4.71e-08,793100000.0,-0.1471,1.224e-06,25.99,0.3,1.1,2.457e-16,0.4471,0.0,-1.596e-16
1.8000000000000002e-07,4.800000000000001e-07,2.651e-08,6.175e-08,583000000.0,-0.1635,1.67e-06,27.04,0.3,1.1,4.559e-16,0.4635,0.0,-2.789e-16
1.8000000000000002e-07,1e-06,4.053e-08,9.343e-08,454700000.0,-0.1739,2.59e-06,27.73,0.3,1.1,9.067e-16,0.4739,0.0,-5.311e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.099e-07,3.271e-07,4798000000.0,-0.02408,5.915e-06,18.08,0.4,1.1,1.962e-16,0.4241,0.0,-1.637e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.607e-07,4.467e-07,3750000000.0,-0.04713,8.61e-06,19.28,0.4,1.1,3.655e-16,0.4471,0.0,-3.003e-16
1.8000000000000002e-07,4.800000000000001e-07,2.438e-07,6.49e-07,3014000000.0,-0.06347,1.308e-05,20.15,0.4,1.1,6.905e-16,0.4635,0.0,-5.572e-16
1.8000000000000002e-07,1e-06,4.084e-07,1.058e-06,2533000000.0,-0.07385,2.202e-05,20.83,0.4,1.1,1.384e-15,0.4739,0.0,-1.1e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.848e-07,1.528e-06,13050000000.0,0.07592,1.953e-05,12.79,0.5,1.1,2.383e-16,0.4241,0.0,-2.122e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.33e-07,2.339e-06,11240000000.0,0.05287,3.252e-05,13.9,0.5,1.1,4.604e-16,0.4471,0.0,-4.115e-16
1.8000000000000002e-07,4.800000000000001e-07,1.053e-06,3.688e-06,9651000000.0,0.03653,5.426e-05,14.71,0.5,1.1,8.947e-16,0.4635,0.0,-7.98e-16
1.8000000000000002e-07,1e-06,1.889e-06,6.38e-06,8498000000.0,0.02615,9.751e-05,15.28,0.5,1.1,1.826e-15,0.4739,0.0,-1.623e-15
1.8000000000000002e-07,1.2000000000000002e-07,8.759e-07,4.355e-06,22560000000.0,0.1759,3.68e-05,8.452,0.6,1.1,2.597e-16,0.4241,0.0,-2.373e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.55e-06,7.344e-06,21080000000.0,0.1529,6.773e-05,9.223,0.6,1.1,5.113e-16,0.4471,0.0,-4.717e-16
1.8000000000000002e-07,4.800000000000001e-07,2.736e-06,1.247e-05,19350000000.0,0.1365,0.0001228,9.846,0.6,1.1,1.009e-15,0.4635,0.0,-9.345e-16
1.8000000000000002e-07,1e-06,5.138e-06,2.275e-05,17920000000.0,0.1261,0.0002346,10.31,0.6,1.1,2.083e-15,0.4739,0.0,-1.928e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.532e-06,8.76e-06,29830000000.0,0.2759,5.054e-05,5.77,0.7,1.1,2.697e-16,0.4241,0.0,-2.494e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.818e-06,1.566e-05,28840000000.0,0.2528,9.699e-05,6.194,0.7,1.1,5.353e-16,0.4472,0.0,-5.009e-16
1.8000000000000002e-07,4.800000000000001e-07,5.145e-06,2.79e-05,27350000000.0,0.2365,0.0001828,6.552,0.7,1.1,1.064e-15,0.4635,0.0,-1.001e-15
1.8000000000000002e-07,1e-06,9.927e-06,5.283e-05,26020000000.0,0.2261,0.0003608,6.829,0.7,1.1,2.207e-15,0.4739,0.0,-2.077e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.306e-06,1.432e-05,34740000000.0,0.3759,5.992e-05,4.186,0.8,1.1,2.746e-16,0.4241,0.0,-2.557e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.327e-06,2.642e-05,33980000000.0,0.3528,0.0001167,4.419,0.8,1.1,5.468e-16,0.4472,0.0,-5.157e-16
1.8000000000000002e-07,4.800000000000001e-07,8.044e-06,4.837e-05,32640000000.0,0.3365,0.0002235,4.621,0.8,1.1,1.09e-15,0.4635,0.0,-1.034e-15
1.8000000000000002e-07,1e-06,1.575e-05,9.354e-05,31400000000.0,0.3261,0.0004469,4.778,0.8,1.1,2.265e-15,0.4739,0.0,-2.151e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.175e-06,2.062e-05,37730000000.0,0.4759,6.571e-05,3.186,0.9,1.1,2.772e-16,0.4241,0.0,-2.594e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.019e-06,3.875e-05,37060000000.0,0.4528,0.0001287,3.322,0.9,1.1,5.529e-16,0.4472,0.0,-5.242e-16
1.8000000000000002e-07,4.800000000000001e-07,1.13e-05,7.208e-05,35810000000.0,0.4365,0.0002483,3.444,0.9,1.1,1.103e-15,0.4635,0.0,-1.053e-15
1.8000000000000002e-07,1e-06,2.231e-05,0.0001411,34570000000.0,0.4261,0.0004986,3.534,0.9,1.1,2.296e-15,0.4739,0.0,-2.192e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.129e-06,2.736e-05,39180000000.0,0.5759,6.862e-05,2.508,1.0,1.1,2.787e-16,0.4241,0.0,-2.617e-16
1.8000000000000002e-07,2.4000000000000003e-07,7.873e-06,5.197e-05,38550000000.0,0.5528,0.0001348,2.593,1.0,1.1,5.564e-16,0.4472,0.0,-5.297e-16
1.8000000000000002e-07,4.800000000000001e-07,1.487e-05,9.762e-05,37360000000.0,0.5365,0.0002609,2.672,1.0,1.1,1.111e-15,0.4635,0.0,-1.065e-15
1.8000000000000002e-07,1e-06,2.948e-05,0.0001924,36060000000.0,0.5261,0.000524,2.724,1.0,1.1,2.313e-15,0.4739,0.0,-2.216e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.17e-06,3.427e-05,39430000000.0,0.6758,6.928e-05,2.021,1.1,1.1,2.796e-16,0.4242,0.0,-2.634e-16
1.8000000000000002e-07,2.4000000000000003e-07,9.891e-06,6.555e-05,38820000000.0,0.6528,0.0001362,2.078,1.1,1.1,5.585e-16,0.4472,0.0,-5.334e-16
1.8000000000000002e-07,4.800000000000001e-07,1.875e-05,0.0001239,37700000000.0,0.6364,0.0002643,2.132,1.1,1.1,1.116e-15,0.4636,0.0,-1.073e-15
1.8000000000000002e-07,1e-06,3.723e-05,0.0002452,36300000000.0,0.626,0.0005298,2.161,1.1,1.1,2.323e-15,0.474,0.0,-2.233e-15
1.8000000000000002e-07,1.2000000000000002e-07,6.306e-06,4.116e-05,38760000000.0,0.7758,6.821e-05,1.657,1.2,1.1,2.801e-16,0.4242,0.0,-2.646e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.209e-05,7.91e-05,38180000000.0,0.7527,0.0001342,1.697,1.2,1.1,5.596e-16,0.4473,0.0,-5.361e-16
1.8000000000000002e-07,4.800000000000001e-07,2.296e-05,0.0001503,37140000000.0,0.7364,0.0002609,1.737,1.2,1.1,1.118e-15,0.4636,0.0,-1.079e-15
1.8000000000000002e-07,1e-06,4.56e-05,0.0002979,35630000000.0,0.726,0.0005212,1.75,1.2,1.1,2.328e-15,0.474,0.0,-2.244e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.368e-11,1.072e-10,7433000.0,-0.324,3.495e-09,32.79,0.1,1.2,7.483e-17,0.424,0.0,-2.031e-17
1.8000000000000002e-07,2.4000000000000003e-07,4.44e-11,1.088e-10,3803000.0,-0.347,3.541e-09,32.96,0.1,1.2,1.482e-16,0.447,0.0,-3.781e-17
1.8000000000000002e-07,4.800000000000001e-07,5.324e-11,1.308e-10,2279000.0,-0.3634,4.234e-09,33.05,0.1,1.2,2.957e-16,0.4634,0.0,-7.308e-17
1.8000000000000002e-07,1e-06,7.682e-11,1.896e-10,1571000.0,-0.3738,6.081e-09,33.07,0.1,1.2,6.16e-16,0.4738,0.0,-1.499e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.052e-09,2.585e-09,139200000.0,-0.224,7.879e-08,30.49,0.2,1.2,9.005e-17,0.424,0.0,-4.015e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.116e-09,2.712e-09,80350000.0,-0.247,8.47e-08,31.24,0.2,1.2,1.678e-16,0.447,0.0,-6.579e-17
1.8000000000000002e-07,4.800000000000001e-07,1.368e-09,3.305e-09,51620000.0,-0.2634,1.045e-07,31.64,0.2,1.2,3.222e-16,0.4634,0.0,-1.152e-16
1.8000000000000002e-07,1e-06,1.993e-09,4.788e-09,36890000.0,-0.2738,1.524e-07,31.85,0.2,1.2,6.573e-16,0.4738,0.0,-2.222e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.599e-08,4.134e-08,1175000000.0,-0.124,1.008e-06,24.38,0.3,1.2,1.364e-16,0.424,0.0,-9.47e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.953e-08,4.907e-08,825300000.0,-0.147,1.274e-06,25.96,0.3,1.2,2.457e-16,0.447,0.0,-1.597e-16
1.8000000000000002e-07,4.800000000000001e-07,2.603e-08,6.438e-08,607200000.0,-0.1634,1.739e-06,27.02,0.3,1.2,4.559e-16,0.4634,0.0,-2.791e-16
1.8000000000000002e-07,1e-06,3.983e-08,9.745e-08,473900000.0,-0.1738,2.7e-06,27.71,0.3,1.2,9.067e-16,0.4738,0.0,-5.315e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.071e-07,3.379e-07,4932000000.0,-0.02399,6.08e-06,17.99,0.4,1.2,1.962e-16,0.424,0.0,-1.637e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.569e-07,4.626e-07,3865000000.0,-0.04704,8.876e-06,19.19,0.4,1.2,3.655e-16,0.447,0.0,-3.004e-16
1.8000000000000002e-07,4.800000000000001e-07,2.385e-07,6.731e-07,3114000000.0,-0.06337,1.351e-05,20.07,0.4,1.2,6.906e-16,0.4634,0.0,-5.574e-16
1.8000000000000002e-07,1e-06,4.001e-07,1.098e-06,2620000000.0,-0.07376,2.278e-05,20.75,0.4,1.2,1.384e-15,0.4738,0.0,-1.1e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.692e-07,1.565e-06,13300000000.0,0.07601,1.991e-05,12.72,0.5,1.2,2.382e-16,0.424,0.0,-2.122e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.091e-07,2.401e-06,11480000000.0,0.05296,3.32e-05,13.83,0.5,1.2,4.603e-16,0.447,0.0,-4.114e-16
1.8000000000000002e-07,4.800000000000001e-07,1.016e-06,3.791e-06,9867000000.0,0.03663,5.546e-05,14.63,0.5,1.2,8.946e-16,0.4634,0.0,-7.98e-16
1.8000000000000002e-07,1e-06,1.827e-06,6.565e-06,8697000000.0,0.02624,9.978e-05,15.2,0.5,1.2,1.826e-15,0.4738,0.0,-1.623e-15
1.8000000000000002e-07,1.2000000000000002e-07,8.303e-07,4.44e-06,22910000000.0,0.176,3.737e-05,8.417,0.6,1.2,2.596e-16,0.424,0.0,-2.372e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.472e-06,7.495e-06,21420000000.0,0.153,6.881e-05,9.181,0.6,1.2,5.112e-16,0.447,0.0,-4.716e-16
1.8000000000000002e-07,4.800000000000001e-07,2.604e-06,1.273e-05,19680000000.0,0.1366,0.0001248,9.799,0.6,1.2,1.009e-15,0.4634,0.0,-9.343e-16
1.8000000000000002e-07,1e-06,4.9e-06,2.326e-05,18230000000.0,0.1262,0.0002386,10.26,0.6,1.2,2.083e-15,0.4738,0.0,-1.928e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.438e-06,8.908e-06,30250000000.0,0.276,5.123e-05,5.751,0.7,1.2,2.696e-16,0.424,0.0,-2.493e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.65e-06,1.593e-05,29250000000.0,0.2529,9.834e-05,6.172,0.7,1.2,5.351e-16,0.4471,0.0,-5.007e-16
1.8000000000000002e-07,4.800000000000001e-07,4.847e-06,2.84e-05,27740000000.0,0.2366,0.0001854,6.527,0.7,1.2,1.063e-15,0.4634,0.0,-1.001e-15
1.8000000000000002e-07,1e-06,9.369e-06,5.379e-05,26400000000.0,0.2262,0.0003659,6.803,0.7,1.2,2.206e-15,0.4738,0.0,-2.077e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.147e-06,1.454e-05,35210000000.0,0.376,6.071e-05,4.176,0.8,1.2,2.744e-16,0.424,0.0,-2.556e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.034e-06,2.684e-05,34440000000.0,0.3529,0.0001183,4.407,0.8,1.2,5.466e-16,0.4471,0.0,-5.156e-16
1.8000000000000002e-07,4.800000000000001e-07,7.512e-06,4.915e-05,33090000000.0,0.3366,0.0002265,4.608,0.8,1.2,1.089e-15,0.4634,0.0,-1.034e-15
1.8000000000000002e-07,1e-06,1.474e-05,9.506e-05,31830000000.0,0.3262,0.0004529,4.764,0.8,1.2,2.264e-15,0.4738,0.0,-2.151e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.932e-06,2.093e-05,38250000000.0,0.476,6.657e-05,3.181,0.9,1.2,2.77e-16,0.424,0.0,-2.593e-16
1.8000000000000002e-07,2.4000000000000003e-07,5.566e-06,3.933e-05,37570000000.0,0.4529,0.0001304,3.316,0.9,1.2,5.526e-16,0.4471,0.0,-5.241e-16
1.8000000000000002e-07,4.800000000000001e-07,1.047e-05,7.316e-05,36300000000.0,0.4366,0.0002515,3.438,0.9,1.2,1.103e-15,0.4634,0.0,-1.053e-15
1.8000000000000002e-07,1e-06,2.071e-05,0.0001432,35040000000.0,0.4262,0.0005051,3.527,0.9,1.2,2.294e-15,0.4738,0.0,-2.191e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.783e-06,2.776e-05,39750000000.0,0.5759,6.956e-05,2.506,1.0,1.2,2.785e-16,0.4241,0.0,-2.617e-16
1.8000000000000002e-07,2.4000000000000003e-07,7.225e-06,5.272e-05,39100000000.0,0.5529,0.0001366,2.591,1.0,1.2,5.56e-16,0.4471,0.0,-5.295e-16
1.8000000000000002e-07,4.800000000000001e-07,1.368e-05,9.905e-05,37890000000.0,0.5365,0.0002644,2.669,1.0,1.2,1.11e-15,0.4635,0.0,-1.065e-15
1.8000000000000002e-07,1e-06,2.716e-05,0.0001952,36580000000.0,0.5262,0.0005311,2.72,1.0,1.2,2.311e-15,0.4738,0.0,-2.216e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.699e-06,3.477e-05,40040000000.0,0.6759,7.03e-05,2.022,1.1,1.2,2.794e-16,0.4241,0.0,-2.633e-16
1.8000000000000002e-07,2.4000000000000003e-07,9.008e-06,6.65e-05,39410000000.0,0.6529,0.0001382,2.078,1.1,1.2,5.581e-16,0.4471,0.0,-5.333e-16
1.8000000000000002e-07,4.800000000000001e-07,1.711e-05,0.0001257,38270000000.0,0.6365,0.0002681,2.132,1.1,1.2,1.115e-15,0.4635,0.0,-1.073e-15
1.8000000000000002e-07,1e-06,3.405e-05,0.0002488,36850000000.0,0.6261,0.0005374,2.16,1.1,1.2,2.321e-15,0.4739,0.0,-2.232e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.686e-06,4.176e-05,39410000000.0,0.7759,6.931e-05,1.66,1.2,1.2,2.799e-16,0.4241,0.0,-2.645e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.092e-05,8.025e-05,38810000000.0,0.7528,0.0001364,1.699,1.2,1.2,5.593e-16,0.4472,0.0,-5.36e-16
1.8000000000000002e-07,4.800000000000001e-07,2.08e-05,0.0001524,37740000000.0,0.7365,0.000265,1.739,1.2,1.2,1.118e-15,0.4635,0.0,-1.079e-15
1.8000000000000002e-07,1e-06,4.141e-05,0.0003022,36200000000.0,0.7261,0.0005293,1.751,1.2,1.2,2.327e-15,0.4739,0.0,-2.244e-15
3.6000000000000005e-07,1.2000000000000002e-07,1.564e-10,6.439e-11,2790000.0,-0.2864,2.117e-09,32.88,0.1,0.1,1.208e-16,0.3864,0.0,-3.036e-17
3.6000000000000005e-07,2.4000000000000003e-07,1.456e-10,5.963e-11,1351000.0,-0.3119,1.975e-09,33.12,0.1,0.1,2.327e-16,0.4119,0.0,-4.803e-17
3.6000000000000005e-07,4.800000000000001e-07,1.646e-10,6.728e-11,776300.0,-0.3293,2.237e-09,33.25,0.1,0.1,4.587e-16,0.4293,0.0,-8.456e-17
3.6000000000000005e-07,1e-06,2.314e-10,9.457e-11,527300.0,-0.3404,3.149e-09,33.29,0.1,0.1,9.503e-16,0.4404,0.0,-1.651e-16
3.6000000000000005e-07,1.2000000000000002e-07,3.554e-09,1.54e-09,42710000.0,-0.1864,4.632e-08,30.07,0.2,0.1,1.726e-16,0.3864,0.0,-9.564e-17
