l,w,gds,id,fug,vgt,gm,gmoverid,vgs,vds,cgg,vth,vbs,cgs
1.8000000000000002e-07,1e-06,0.0006953,7.649e-05,3827000000.0,0.7121,6.594e-05,0.8622,1.2,0.1,2.743e-15,0.4879,0.0,-1.697e-15
1.8000000000000002e-07,1.2000000000000002e-07,8.977e-11,4.729e-11,3292000.0,-0.3336,1.554e-09,32.87,0.1,0.2,7.514e-17,0.4336,0.0,-1.971e-17
1.8000000000000002e-07,2.4000000000000003e-07,9.084e-11,4.717e-11,1660000.0,-0.3567,1.557e-09,33.01,0.1,0.2,1.493e-16,0.4567,0.0,-3.706e-17
1.8000000000000002e-07,4.800000000000001e-07,1.084e-10,5.598e-11,988100.0,-0.3731,1.852e-09,33.09,0.1,0.2,2.983e-16,0.4731,0.0,-7.208e-17
1.8000000000000002e-07,1e-06,1.553e-10,8.027e-11,679700.0,-0.3835,2.657e-09,33.1,0.1,0.2,6.22e-16,0.4835,0.0,-1.484e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.142e-09,1.17e-09,65140000.0,-0.2336,3.61e-08,30.87,0.2,0.2,8.821e-17,0.4336,0.0,-3.747e-17
1.8000000000000002e-07,2.4000000000000003e-07,2.267e-09,1.207e-09,36590000.0,-0.2567,3.804e-08,31.52,0.2,0.2,1.655e-16,0.4567,0.0,-6.154e-17
1.8000000000000002e-07,4.800000000000001e-07,2.771e-09,1.459e-09,23150000.0,-0.2731,4.647e-08,31.86,0.2,0.2,3.195e-16,0.4731,0.0,-1.083e-16
1.8000000000000002e-07,1e-06,4.011e-09,2.107e-09,16430000.0,-0.2835,6.749e-08,32.04,0.2,0.2,6.537e-16,0.4835,0.0,-2.098e-16
1.8000000000000002e-07,1.2000000000000002e-07,3.252e-08,2.008e-08,615900000.0,-0.1336,5.105e-07,25.43,0.3,0.2,1.319e-16,0.4336,0.0,-9.042e-17
1.8000000000000002e-07,2.4000000000000003e-07,3.935e-08,2.311e-08,416200000.0,-0.1567,6.209e-07,26.86,0.3,0.2,2.375e-16,0.4567,0.0,-1.51e-16
1.8000000000000002e-07,4.800000000000001e-07,5.213e-08,2.98e-08,299000000.0,-0.1731,8.287e-07,27.81,0.3,0.2,4.412e-16,0.4731,0.0,-2.623e-16
1.8000000000000002e-07,1e-06,7.919e-08,4.47e-08,230100000.0,-0.1835,1.27e-06,28.42,0.3,0.2,8.785e-16,0.4835,0.0,-4.98e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.505e-07,1.867e-07,2994000000.0,-0.03365,3.623e-06,19.41,0.4,0.2,1.926e-16,0.4336,0.0,-1.622e-16
1.8000000000000002e-07,2.4000000000000003e-07,3.494e-07,2.456e-07,2254000000.0,-0.05675,5.056e-06,20.59,0.4,0.2,3.57e-16,0.4567,0.0,-2.951e-16
1.8000000000000002e-07,4.800000000000001e-07,5.132e-07,3.483e-07,1767000000.0,-0.07308,7.466e-06,21.44,0.4,0.2,6.725e-16,0.4731,0.0,-5.442e-16
1.8000000000000002e-07,1e-06,8.403e-07,5.595e-07,1462000000.0,-0.08348,1.235e-05,22.08,0.4,0.2,1.345e-15,0.4835,0.0,-1.07e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.113e-06,9.844e-07,9075000000.0,0.06635,1.357e-05,13.79,0.5,0.2,2.38e-16,0.4336,0.0,-2.147e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.728e-06,1.462e-06,7642000000.0,0.04325,2.199e-05,15.04,0.5,0.2,4.581e-16,0.4567,0.0,-4.147e-16
1.8000000000000002e-07,4.800000000000001e-07,2.749e-06,2.256e-06,6444000000.0,0.02692,3.594e-05,15.93,0.5,0.2,8.876e-16,0.4731,0.0,-8.017e-16
1.8000000000000002e-07,1e-06,4.772e-06,3.85e-06,5608000000.0,0.01652,6.371e-05,16.55,0.5,0.2,1.808e-15,0.4835,0.0,-1.627e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.065e-06,2.993e-06,15690000000.0,0.1664,2.599e-05,8.683,0.6,0.2,2.637e-16,0.4336,0.0,-2.41e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.11e-06,4.987e-06,14870000000.0,0.1433,4.83e-05,9.684,0.6,0.2,5.169e-16,0.4567,0.0,-4.793e-16
1.8000000000000002e-07,4.800000000000001e-07,9.799e-06,8.383e-06,13710000000.0,0.1269,8.763e-05,10.45,0.6,0.2,1.018e-15,0.4731,0.0,-9.491e-16
1.8000000000000002e-07,1e-06,1.738e-05,1.52e-05,12700000000.0,0.1165,0.0001672,11.0,0.6,0.2,2.097e-15,0.4835,0.0,-1.958e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.382e-05,5.895e-06,17410000000.0,0.2663,3.062e-05,5.195,0.7,0.2,2.799e-16,0.4337,0.0,-2.498e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.231e-05,1.065e-05,17750000000.0,0.2432,6.155e-05,5.781,0.7,0.2,5.519e-16,0.4568,0.0,-5.046e-16
1.8000000000000002e-07,4.800000000000001e-07,3.645e-05,1.908e-05,17460000000.0,0.2269,0.0001198,6.279,0.7,0.2,1.092e-15,0.4731,0.0,-1.011e-15
1.8000000000000002e-07,1e-06,6.5e-05,3.624e-05,16960000000.0,0.2165,0.0002409,6.647,0.7,0.2,2.26e-15,0.4835,0.0,-2.103e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.744e-05,8.944e-06,16190000000.0,0.3663,2.99e-05,3.343,0.8,0.2,2.939e-16,0.4337,0.0,-2.471e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.921e-05,1.683e-05,16680000000.0,0.3432,6.082e-05,3.614,0.8,0.2,5.801e-16,0.4568,0.0,-5.047e-16
1.8000000000000002e-07,4.800000000000001e-07,8.786e-05,3.123e-05,16650000000.0,0.3269,0.0001202,3.85,0.8,0.2,1.149e-15,0.4731,0.0,-1.02e-15
1.8000000000000002e-07,1e-06,0.0001668,6.092e-05,16420000000.0,0.3165,0.0002456,4.031,0.8,0.2,2.38e-15,0.4835,0.0,-2.131e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.116e-05,1.182e-05,14280000000.0,0.4663,2.747e-05,2.324,0.9,0.2,3.06e-16,0.4337,0.0,-2.381e-16
1.8000000000000002e-07,2.4000000000000003e-07,7.706e-05,2.267e-05,14630000000.0,0.4432,5.566e-05,2.455,0.9,0.2,6.054e-16,0.4568,0.0,-4.892e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001428,4.28e-05,14600000000.0,0.4269,0.0001102,2.574,0.9,0.2,1.201e-15,0.4731,0.0,-9.93e-16
1.8000000000000002e-07,1e-06,0.0002788,8.456e-05,14390000000.0,0.4165,0.0002251,2.662,0.9,0.2,2.489e-15,0.4835,0.0,-2.082e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.398e-05,1.441e-05,12310000000.0,0.5663,2.435e-05,1.69,1.0,0.2,3.148e-16,0.4337,0.0,-2.281e-16
1.8000000000000002e-07,2.4000000000000003e-07,0.0001031,2.791e-05,12500000000.0,0.5432,4.905e-05,1.757,1.0,0.2,6.246e-16,0.4568,0.0,-4.694e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001943,5.316e-05,12420000000.0,0.5269,9.691e-05,1.823,1.0,0.2,1.242e-15,0.4731,0.0,-9.539e-16
1.8000000000000002e-07,1e-06,0.0003839,0.0001057,12170000000.0,0.5165,0.0001971,1.864,1.0,0.2,2.577e-15,0.4835,0.0,-2.003e-15
1.8000000000000002e-07,1.2000000000000002e-07,6.551e-05,1.668e-05,10420000000.0,0.6663,2.1e-05,1.259,1.1,0.2,3.206e-16,0.4337,0.0,-2.195e-16
1.8000000000000002e-07,2.4000000000000003e-07,0.0001264,3.247e-05,10490000000.0,0.6432,4.202e-05,1.294,1.1,0.2,6.375e-16,0.4568,0.0,-4.515e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0002404,6.215e-05,10390000000.0,0.6268,8.285e-05,1.333,1.1,0.2,1.27e-15,0.4732,0.0,-9.173e-16
1.8000000000000002e-07,1e-06,0.0004777,0.0001239,10090000000.0,0.6165,0.0001672,1.349,1.1,0.2,2.637e-15,0.4835,0.0,-1.926e-15
1.8000000000000002e-07,1.2000000000000002e-07,7.562e-05,1.861e-05,8663000000.0,0.7663,1.765e-05,0.948,1.2,0.2,3.242e-16,0.4337,0.0,-2.125e-16
1.8000000000000002e-07,2.4000000000000003e-07,0.0001467,3.632e-05,8654000000.0,0.7432,3.511e-05,0.9666,1.2,0.2,6.457e-16,0.4568,0.0,-4.369e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0002806,6.974e-05,8544000000.0,0.7268,6.911e-05,0.9909,1.2,0.2,1.287e-15,0.4732,0.0,-8.87e-16
1.8000000000000002e-07,1e-06,0.0005588,0.0001392,8206000000.0,0.7164,0.000138,0.9916,1.2,0.2,2.676e-15,0.4836,0.0,-1.862e-15
1.8000000000000002e-07,1.2000000000000002e-07,8.277e-11,5.593e-11,3892000.0,-0.3305,1.837e-09,32.85,0.1,0.3,7.513e-17,0.4305,0.0,-1.989e-17
1.8000000000000002e-07,2.4000000000000003e-07,8.397e-11,5.594e-11,1970000.0,-0.3536,1.845e-09,33.0,0.1,0.3,1.491e-16,0.4536,0.0,-3.729e-17
1.8000000000000002e-07,4.800000000000001e-07,1.003e-10,6.647e-11,1174000.0,-0.3699,2.197e-09,33.08,0.1,0.3,2.978e-16,0.4699,0.0,-7.238e-17
1.8000000000000002e-07,1e-06,1.438e-10,9.531e-11,807900.0,-0.3803,3.152e-09,33.09,0.1,0.3,6.209e-16,0.4803,0.0,-1.488e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.966e-09,1.375e-09,75700000.0,-0.2305,4.23e-08,30.76,0.2,0.3,8.892e-17,0.4305,0.0,-3.834e-17
1.8000000000000002e-07,2.4000000000000003e-07,2.089e-09,1.425e-09,42840000.0,-0.2536,4.48e-08,31.43,0.2,0.3,1.665e-16,0.4536,0.0,-6.29e-17
1.8000000000000002e-07,4.800000000000001e-07,2.558e-09,1.725e-09,27220000.0,-0.2699,5.487e-08,31.8,0.2,0.3,3.208e-16,0.4699,0.0,-1.105e-16
1.8000000000000002e-07,1e-06,3.706e-09,2.493e-09,19350000.0,-0.2803,7.974e-08,31.98,0.2,0.3,6.559e-16,0.4803,0.0,-2.137e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.942e-08,2.317e-08,695500000.0,-0.1305,5.836e-07,25.19,0.3,0.3,1.336e-16,0.4305,0.0,-9.191e-17
1.8000000000000002e-07,2.4000000000000003e-07,3.582e-08,2.687e-08,473800000.0,-0.1536,7.158e-07,26.64,0.3,0.3,2.405e-16,0.4536,0.0,-1.539e-16
1.8000000000000002e-07,4.800000000000001e-07,4.764e-08,3.479e-08,342200000.0,-0.1699,9.604e-07,27.6,0.3,0.3,4.466e-16,0.4699,0.0,-2.679e-16
1.8000000000000002e-07,1e-06,7.252e-08,5.23e-08,264200000.0,-0.1803,1.476e-06,28.23,0.3,0.3,8.891e-16,0.4803,0.0,-5.091e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.191e-07,2.101e-07,3305000000.0,-0.03049,4.026e-06,19.16,0.4,0.3,1.939e-16,0.4305,0.0,-1.629e-16
1.8000000000000002e-07,2.4000000000000003e-07,3.093e-07,2.785e-07,2503000000.0,-0.05358,5.663e-06,20.34,0.4,0.3,3.601e-16,0.4536,0.0,-2.972e-16
1.8000000000000002e-07,4.800000000000001e-07,4.575e-07,3.968e-07,1970000000.0,-0.06992,8.404e-06,21.18,0.4,0.3,6.791e-16,0.4699,0.0,-5.491e-16
1.8000000000000002e-07,1e-06,7.522e-07,6.391e-07,1633000000.0,-0.08031,1.395e-05,21.82,0.4,0.3,1.359e-15,0.4803,0.0,-1.081e-15
1.8000000000000002e-07,1.2000000000000002e-07,9.006e-07,1.084e-06,9875000000.0,0.06951,1.476e-05,13.62,0.5,0.3,2.378e-16,0.4305,0.0,-2.143e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.439e-06,1.619e-06,8338000000.0,0.04642,2.402e-05,14.84,0.5,0.3,4.585e-16,0.4536,0.0,-4.143e-16
1.8000000000000002e-07,4.800000000000001e-07,2.324e-06,2.508e-06,7047000000.0,0.03008,3.939e-05,15.71,0.5,0.3,8.897e-16,0.4699,0.0,-8.018e-16
1.8000000000000002e-07,1e-06,4.068e-06,4.289e-06,6141000000.0,0.01969,6.999e-05,16.32,0.5,0.3,1.814e-15,0.4803,0.0,-1.628e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.338e-06,3.284e-06,17740000000.0,0.1695,2.908e-05,8.856,0.6,0.3,2.609e-16,0.4305,0.0,-2.41e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.03e-06,5.463e-06,16490000000.0,0.1464,5.315e-05,9.728,0.6,0.3,5.13e-16,0.4536,0.0,-4.786e-16
1.8000000000000002e-07,4.800000000000001e-07,6.946e-06,9.183e-06,15060000000.0,0.1301,9.575e-05,10.43,0.6,0.3,1.012e-15,0.4699,0.0,-9.473e-16
1.8000000000000002e-07,1e-06,1.277e-05,1.665e-05,13900000000.0,0.1197,0.0001822,10.94,0.6,0.3,2.086e-15,0.4803,0.0,-1.954e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.299e-06,6.76e-06,23020000000.0,0.2695,3.943e-05,5.833,0.7,0.3,2.726e-16,0.4305,0.0,-2.533e-16
1.8000000000000002e-07,2.4000000000000003e-07,8.971e-06,1.203e-05,22490000000.0,0.2464,7.633e-05,6.345,0.7,0.3,5.402e-16,0.4536,0.0,-5.089e-16
1.8000000000000002e-07,4.800000000000001e-07,1.554e-05,2.136e-05,21440000000.0,0.2301,0.0001445,6.763,0.7,0.3,1.072e-15,0.4699,0.0,-1.017e-15
1.8000000000000002e-07,1e-06,2.895e-05,4.036e-05,20460000000.0,0.2197,0.0002858,7.082,0.7,0.3,2.223e-15,0.4803,0.0,-2.111e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.294e-05,1.092e-05,24190000000.0,0.3695,4.259e-05,3.899,0.8,0.3,2.802e-16,0.4305,0.0,-2.581e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.155e-05,2.026e-05,24460000000.0,0.3464,8.55e-05,4.221,0.8,0.3,5.563e-16,0.4536,0.0,-5.219e-16
1.8000000000000002e-07,4.800000000000001e-07,3.66e-05,3.719e-05,24000000000.0,0.33,0.0001669,4.488,0.8,0.3,1.107e-15,0.47,0.0,-1.048e-15
1.8000000000000002e-07,1e-06,6.743e-05,7.204e-05,23380000000.0,0.3197,0.0003375,4.685,0.8,0.3,2.298e-15,0.4803,0.0,-2.181e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.475e-05,1.51e-05,22400000000.0,0.4695,4.046e-05,2.679,0.9,0.3,2.874e-16,0.4305,0.0,-2.578e-16
1.8000000000000002e-07,2.4000000000000003e-07,4.418e-05,2.869e-05,22870000000.0,0.4464,8.194e-05,2.856,0.9,0.3,5.703e-16,0.4536,0.0,-5.24e-16
1.8000000000000002e-07,4.800000000000001e-07,7.886e-05,5.379e-05,22710000000.0,0.43,0.0001619,3.009,0.9,0.3,1.134e-15,0.47,0.0,-1.056e-15
1.8000000000000002e-07,1e-06,0.00015,0.0001058,22310000000.0,0.4196,0.0003302,3.121,0.9,0.3,2.355e-15,0.4804,0.0,-2.203e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.705e-05,1.896e-05,19650000000.0,0.5694,3.65e-05,1.925,1.0,0.3,2.956e-16,0.4306,0.0,-2.527e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.898e-05,3.649e-05,20010000000.0,0.5463,7.367e-05,2.019,1.0,0.3,5.86e-16,0.4537,0.0,-5.165e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001276,6.921e-05,19900000000.0,0.53,0.0001456,2.104,1.0,0.3,1.165e-15,0.47,0.0,-1.045e-15
1.8000000000000002e-07,1e-06,0.0002488,0.0001372,19520000000.0,0.5196,0.0002965,2.16,1.0,0.3,2.417e-15,0.4804,0.0,-2.184e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.858e-05,2.238e-05,16710000000.0,0.6694,3.193e-05,1.427,1.1,0.3,3.04e-16,0.4306,0.0,-2.444e-16
1.8000000000000002e-07,2.4000000000000003e-07,9.235e-05,4.339e-05,16920000000.0,0.6463,6.41e-05,1.477,1.1,0.3,6.028e-16,0.4537,0.0,-5.015e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001738,8.283e-05,16810000000.0,0.63,0.0001266,1.528,1.1,0.3,1.198e-15,0.47,0.0,-1.017e-15
1.8000000000000002e-07,1e-06,0.000343,0.0001649,16380000000.0,0.6196,0.0002559,1.552,1.1,0.3,2.486e-15,0.4804,0.0,-2.13e-15
1.8000000000000002e-07,1.2000000000000002e-07,5.897e-05,2.534e-05,13930000000.0,0.7694,2.723e-05,1.075,1.2,0.3,3.111e-16,0.4306,0.0,-2.351e-16
1.8000000000000002e-07,2.4000000000000003e-07,0.0001134,4.931e-05,14020000000.0,0.7463,5.44e-05,1.103,1.2,0.3,6.177e-16,0.4537,0.0,-4.833e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0002154,9.452e-05,13890000000.0,0.73,0.0001072,1.135,1.2,0.3,1.229e-15,0.47,0.0,-9.818e-16
1.8000000000000002e-07,1e-06,0.0004274,0.0001884,13410000000.0,0.7196,0.0002149,1.141,1.2,0.3,2.551e-15,0.4804,0.0,-2.058e-15
1.8000000000000002e-07,1.2000000000000002e-07,7.449e-11,6.381e-11,4439000.0,-0.3283,2.094e-09,32.83,0.1,0.4,7.51e-17,0.4283,0.0,-2.003e-17
1.8000000000000002e-07,2.4000000000000003e-07,7.569e-11,6.396e-11,2253000.0,-0.3514,2.108e-09,32.98,0.1,0.4,1.489e-16,0.4514,0.0,-3.746e-17
1.8000000000000002e-07,4.800000000000001e-07,9.054e-11,7.607e-11,1345000.0,-0.3677,2.513e-09,33.07,0.1,0.4,2.974e-16,0.4677,0.0,-7.26e-17
1.8000000000000002e-07,1e-06,1.298e-10,1.091e-10,925300.0,-0.3781,3.604e-09,33.08,0.1,0.4,6.198e-16,0.4781,0.0,-1.492e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.767e-09,1.562e-09,85310000.0,-0.2283,4.791e-08,30.68,0.2,0.4,8.939e-17,0.4283,0.0,-3.895e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.881e-09,1.624e-09,48540000.0,-0.2514,5.095e-08,31.37,0.2,0.4,1.671e-16,0.4514,0.0,-6.387e-17
1.8000000000000002e-07,4.800000000000001e-07,2.306e-09,1.969e-09,30930000.0,-0.2677,6.251e-08,31.75,0.2,0.4,3.217e-16,0.4677,0.0,-1.121e-16
1.8000000000000002e-07,1e-06,3.344e-09,2.846e-09,22020000.0,-0.2781,9.09e-08,31.94,0.2,0.4,6.571e-16,0.4781,0.0,-2.165e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.63e-08,2.596e-08,766800000.0,-0.1283,6.489e-07,25.0,0.3,0.4,1.347e-16,0.4283,0.0,-9.29e-17
1.8000000000000002e-07,2.4000000000000003e-07,3.213e-08,3.027e-08,525900000.0,-0.1514,8.012e-07,26.47,0.3,0.4,2.425e-16,0.4514,0.0,-1.559e-16
1.8000000000000002e-07,4.800000000000001e-07,4.282e-08,3.932e-08,381400000.0,-0.1677,1.079e-06,27.45,0.3,0.4,4.503e-16,0.4677,0.0,-2.718e-16
1.8000000000000002e-07,1e-06,6.525e-08,5.918e-08,295200000.0,-0.1781,1.662e-06,28.09,0.3,0.4,8.962e-16,0.4781,0.0,-5.167e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.918e-07,2.306e-07,3570000000.0,-0.02828,4.371e-06,18.95,0.4,0.4,1.949e-16,0.4283,0.0,-1.633e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.727e-07,3.075e-07,2719000000.0,-0.05137,6.19e-06,20.13,0.4,0.4,3.623e-16,0.4514,0.0,-2.984e-16
1.8000000000000002e-07,4.800000000000001e-07,4.054e-07,4.399e-07,2147000000.0,-0.06771,9.226e-06,20.97,0.4,0.4,6.838e-16,0.4677,0.0,-5.522e-16
1.8000000000000002e-07,1e-06,6.686e-07,7.1e-07,1784000000.0,-0.0781,1.535e-05,21.62,0.4,0.4,1.369e-15,0.4781,0.0,-1.088e-15
1.8000000000000002e-07,1.2000000000000002e-07,7.645e-07,1.167e-06,10490000000.0,0.07172,1.569e-05,13.45,0.5,0.4,2.381e-16,0.4283,0.0,-2.137e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.23e-06,1.752e-06,8891000000.0,0.04863,2.567e-05,14.65,0.5,0.4,4.595e-16,0.4514,0.0,-4.135e-16
1.8000000000000002e-07,4.800000000000001e-07,1.999e-06,2.723e-06,7537000000.0,0.03229,4.225e-05,15.51,0.5,0.4,8.922e-16,0.4677,0.0,-8.009e-16
1.8000000000000002e-07,1e-06,3.512e-06,4.668e-06,6578000000.0,0.0219,7.522e-05,16.12,0.5,0.4,1.82e-15,0.4781,0.0,-1.627e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.899e-06,3.494e-06,18760000000.0,0.1717,3.07e-05,8.789,0.6,0.4,2.605e-16,0.4283,0.0,-2.399e-16
1.8000000000000002e-07,2.4000000000000003e-07,3.323e-06,5.828e-06,17440000000.0,0.1486,5.615e-05,9.634,0.6,0.4,5.125e-16,0.4514,0.0,-4.766e-16
1.8000000000000002e-07,4.800000000000001e-07,5.776e-06,9.815e-06,15930000000.0,0.1323,0.0001012,10.31,0.6,0.4,1.011e-15,0.4677,0.0,-9.435e-16
1.8000000000000002e-07,1e-06,1.067e-05,1.782e-05,14700000000.0,0.1219,0.0001927,10.82,0.6,0.4,2.086e-15,0.4781,0.0,-1.946e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.649e-06,7.188e-06,24900000000.0,0.2717,4.242e-05,5.902,0.7,0.4,2.711e-16,0.4283,0.0,-2.525e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.593e-06,1.279e-05,24100000000.0,0.2486,8.145e-05,6.37,0.7,0.4,5.378e-16,0.4514,0.0,-5.069e-16
1.8000000000000002e-07,4.800000000000001e-07,1.181e-05,2.27e-05,22860000000.0,0.2323,0.0001535,6.762,0.7,0.4,1.069e-15,0.4677,0.0,-1.013e-15
1.8000000000000002e-07,1e-06,2.239e-05,4.288e-05,21750000000.0,0.2219,0.0003028,7.063,0.7,0.4,2.216e-15,0.4781,0.0,-2.102e-15
1.8000000000000002e-07,1.2000000000000002e-07,6.503e-06,1.182e-05,28410000000.0,0.3717,4.941e-05,4.18,0.8,0.4,2.768e-16,0.4283,0.0,-2.586e-16
1.8000000000000002e-07,2.4000000000000003e-07,1.164e-05,2.179e-05,28010000000.0,0.3486,9.693e-05,4.449,0.8,0.4,5.508e-16,0.4514,0.0,-5.218e-16
1.8000000000000002e-07,4.800000000000001e-07,2.089e-05,3.986e-05,27040000000.0,0.3323,0.0001864,4.677,0.8,0.4,1.097e-15,0.4677,0.0,-1.047e-15
1.8000000000000002e-07,1e-06,3.985e-05,7.704e-05,26080000000.0,0.3219,0.0003736,4.849,0.8,0.4,2.28e-15,0.4781,0.0,-2.177e-15
1.8000000000000002e-07,1.2000000000000002e-07,1.227e-05,1.689e-05,28990000000.0,0.4717,5.112e-05,3.026,0.9,0.4,2.807e-16,0.4283,0.0,-2.615e-16
1.8000000000000002e-07,2.4000000000000003e-07,2.132e-05,3.183e-05,29060000000.0,0.4486,0.0001021,3.207,0.9,0.4,5.59e-16,0.4514,0.0,-5.292e-16
1.8000000000000002e-07,4.800000000000001e-07,3.761e-05,5.931e-05,28440000000.0,0.4322,0.0001992,3.358,0.9,0.4,1.114e-15,0.4678,0.0,-1.064e-15
1.8000000000000002e-07,1e-06,7.118e-05,0.0001162,27670000000.0,0.4218,0.0004028,3.466,0.9,0.4,2.317e-15,0.4782,0.0,-2.215e-15
1.8000000000000002e-07,1.2000000000000002e-07,2.192e-05,2.188e-05,26890000000.0,0.5716,4.806e-05,2.196,1.0,0.4,2.844e-16,0.4284,0.0,-2.62e-16
1.8000000000000002e-07,2.4000000000000003e-07,3.914e-05,4.184e-05,27210000000.0,0.5486,9.681e-05,2.314,1.0,0.4,5.662e-16,0.4514,0.0,-5.316e-16
1.8000000000000002e-07,4.800000000000001e-07,7.015e-05,7.897e-05,26910000000.0,0.5322,0.0001908,2.417,1.0,0.4,1.129e-15,0.4678,0.0,-1.071e-15
1.8000000000000002e-07,1e-06,0.000134,0.0001561,26290000000.0,0.5218,0.0003877,2.484,1.0,0.4,2.347e-15,0.4782,0.0,-2.23e-15
1.8000000000000002e-07,1.2000000000000002e-07,3.281e-05,2.644e-05,23600000000.0,0.6716,4.288e-05,1.622,1.1,0.4,2.891e-16,0.4284,0.0,-2.598e-16
1.8000000000000002e-07,2.4000000000000003e-07,6.081e-05,5.102e-05,23880000000.0,0.6485,8.626e-05,1.691,1.1,0.4,5.748e-16,0.4515,0.0,-5.29e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001123,9.708e-05,23680000000.0,0.6322,0.0001704,1.755,1.1,0.4,1.145e-15,0.4678,0.0,-1.068e-15
1.8000000000000002e-07,1e-06,0.0002187,0.0001929,23070000000.0,0.6218,0.000345,1.789,1.1,0.4,2.38e-15,0.4782,0.0,-2.226e-15
1.8000000000000002e-07,1.2000000000000002e-07,4.324e-05,3.044e-05,20030000000.0,0.7716,3.713e-05,1.22,1.2,0.4,2.95e-16,0.4284,0.0,-2.548e-16
1.8000000000000002e-07,2.4000000000000003e-07,8.189e-05,5.905e-05,20210000000.0,0.7485,7.44e-05,1.26,1.2,0.4,5.858e-16,0.4515,0.0,-5.207e-16
1.8000000000000002e-07,4.800000000000001e-07,0.0001539,0.0001129,20040000000.0,0.7322,0.0001469,1.3,1.2,0.4,1.166e-15,0.4678,0.0,-1.053e-15
1.8000000000000002e-07,1e-06,0.0003032,0.0002249,19400000000.0,0.7218,0.0002952,1.313,1.2,0.4,2.422e-15,0.4782,0.0,-2.2e-15
1.8000000000000002e-07,1.2000000000000002e-07,6.648e-11,7.087e-11,4929000.0,-0.3268,2.325e-09,32.82,0.1,0.5,7.507e-17,0.4268,0.0,-2.013e-17
1.8000000000000002e-07,2.4000000000000003e-07,6.763e-11,7.116e-11,2507000.0,-0.3499,2.344e-09,32.98,0.1,0.5,1.488e-16,0.4499,0.0,-3.758e-17
1.8000000000000002e-07,4.800000000000001e-07,8.094e-11,8.471e-11,1498000.0,-0.3662,2.795e-09,33.06,0.1,0.5,2.97e-16,0.4662,0.0,-7.276e-17
1.8000000000000002e-07,1e-06,1.161e-10,1.216e-10,1031000.0,-0.3766,4.01e-09,33.08,0.1,0.5,6.19e-16,0.4766,0.0,-1.494e-16
1.8000000000000002e-07,1.2000000000000002e-07,1.579e-09,1.729e-09,93940000.0,-0.2268,5.294e-08,30.62,0.2,0.5,8.969e-17,0.4268,0.0,-3.937e-17
1.8000000000000002e-07,2.4000000000000003e-07,1.682e-09,1.802e-09,53660000.0,-0.2499,5.645e-08,31.33,0.2,0.5,1.674e-16,0.4499,0.0,-6.453e-17
1.8000000000000002e-07,4.800000000000001e-07,2.063e-09,2.187e-09,34270000.0,-0.2662,6.937e-08,31.72,0.2,0.5,3.221e-16,0.4662,0.0,-1.131e-16
1.8000000000000002e-07,1e-06,2.993e-09,3.162e-09,24420000.0,-0.2766,1.009e-07,31.91,0.2,0.5,6.577e-16,0.4766,0.0,-2.185e-16
1.8000000000000002e-07,1.2000000000000002e-07,2.35e-08,2.844e-08,831100000.0,-0.1268,7.07e-07,24.86,0.3,0.5,1.354e-16,0.4268,0.0,-9.354e-17
