Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
1780,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",141e-6,,,
"Parameters: length=1u, Vd=200m, Vg=200m, width=120n",,,,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.822e-9,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.237e-9,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",18.17e6,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-134.3e-3,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",62.9e-9,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",28.11,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",551e-18,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1781,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-392.8e-18,,,
1781,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.29,,,
1781,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",18.64e-3,,,
"Parameters: length=1u, Vd=200m, Vg=200m, width=240n",,,,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.81e-9,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.2e-9,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",10.96e6,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-159.8e-3,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",65.1e-9,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",29.59,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",945.5e-18,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",359.8e-3,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1782,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-604.5e-18,,,
1782,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.16,,,
1782,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",9.169e-3,,,
"Parameters: length=1u, Vd=200m, Vg=200m, width=480n",,,,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",3.336e-9,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.556e-9,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",7.354e6,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-179.1e-3,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",77.95e-9,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",30.49,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.687e-15,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",379.1e-3,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1783,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-965.7e-18,,,
1783,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.37,,,
1783,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",5.325e-3,,,
"Parameters: length=1u, Vd=200m, Vg=200m, width=1u",,,,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",4.785e-9,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.633e-9,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",5.519e6,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-192.1e-3,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",112.8e-9,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",31.04,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",200e-3,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",3.252e-15,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",392.1e-3,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1784,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.696e-15,,,
1784,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.57,,,
1784,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",3.633e-3,,,
"Parameters: length=1u, Vd=200m, Vg=300m, width=120n",,,,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",27.16e-9,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",27.13e-9,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",107e6,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-34.25e-3,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",591e-9,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",21.78,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",878.8e-18,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1785,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-780.8e-18,,,
1785,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.76,,,
1785,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",226.1e-3,,,
"Parameters: length=1u, Vd=200m, Vg=300m, width=240n",,,,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",32.82e-9,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",31.32e-9,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",73.44e6,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-59.83e-3,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",733.1e-9,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",23.41,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.589e-15,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",359.8e-3,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1786,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.377e-15,,,
1786,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.34,,,
1786,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",130.5e-3,,,
"Parameters: length=1u, Vd=200m, Vg=300m, width=480n",,,,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",44.43e-9,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",40.55e-9,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",54.21e6,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-79.11e-3,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",994.4e-9,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",24.52,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.919e-15,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",379.1e-3,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1787,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.458e-15,,,
1787,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.38,,,
1787,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",84.49e-3,,,
"Parameters: length=1u, Vd=200m, Vg=300m, width=1u",,,,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",69.91e-9,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",62.13e-9,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",44.11e6,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-92.1e-3,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.575e-6,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",25.36,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",300e-3,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",5.684e-15,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",392.1e-3,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1788,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-4.662e-15,,,
1788,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22.54,,,
1788,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",62.13e-3,,,
"Parameters: length=1u, Vd=200m, Vg=400m, width=120n",,,,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",131e-9,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",172.8e-9,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",372.3e6,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",65.75e-3,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",2.632e-6,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",15.23,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.125e-15,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1789,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.062e-15,,,
1789,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",20.09,,,
1789,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",1.44,,,
"Parameters: length=1u, Vd=200m, Vg=400m, width=240n",,,,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",186.7e-9,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",236.2e-9,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",297.3e6,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",40.17e-3,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",3.998e-6,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",16.93,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.14e-15,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",359.8e-3,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1790,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.023e-15,,,
1790,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.41,,,
1790,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",984.1e-3,,,
"Parameters: length=1u, Vd=200m, Vg=400m, width=480n",,,,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",286e-9,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",343.3e-9,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",241.5e6,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",20.89e-3,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",6.23e-6,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",18.15,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",4.106e-15,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",379.1e-3,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1791,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-3.865e-15,,,
1791,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",21.78,,,
1791,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",715.2e-3,,,
"Parameters: length=1u, Vd=200m, Vg=400m, width=1u",,,,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",494.2e-9,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",572e-9,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",210.1e6,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",7.896e-3,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",10.87e-6,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",19.01,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",400e-3,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",8.236e-15,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",392.1e-3,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1792,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-7.707e-15,,,
1792,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",22,,,
1792,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",572e-3,,,
"Parameters: length=1u, Vd=200m, Vg=500m, width=120n",,,,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",596.2e-9,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",592.3e-9,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",716e6,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",165.7e-3,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",5.732e-6,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",9.678,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.274e-15,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1793,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.198e-15,,,
1793,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",9.614,,,
1793,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",4.936,,,
"Parameters: length=1u, Vd=200m, Vg=500m, width=240n",,,,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",776.9e-9,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",940.9e-9,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",663.7e6,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",140.2e-3,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",10.32e-6,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",10.97,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.476e-15,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",359.8e-3,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1794,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.365e-15,,,
1794,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",13.29,,,
1794,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",3.92,,,
"Parameters: length=1u, Vd=200m, Vg=500m, width=480n",,,,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",1.153e-6,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",1.533e-6,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",603.3e6,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",120.9e-3,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",18.37e-6,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",11.98,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",4.846e-15,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",379.1e-3,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1795,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-4.667e-15,,,
1795,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",15.93,,,
1795,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",3.194,,,
"Parameters: length=1u, Vd=200m, Vg=500m, width=1u",,,,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.049e-6,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.769e-6,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",565.7e6,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",107.9e-3,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",35.15e-6,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",12.69,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",500e-3,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",9.889e-15,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",392.1e-3,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1796,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-9.537e-15,,,
1796,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",17.15,,,
1796,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",2.769,,,
"Parameters: length=1u, Vd=200m, Vg=600m, width=120n",,,,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",2.904e-6,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",1.26e-6,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",831.1e6,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",265.7e-3,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",7.265e-6,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",5.764,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.391e-15,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1797,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.229e-15,,,
1797,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.502,,,
1797,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",10.5,,,
"Parameters: length=1u, Vd=200m, Vg=600m, width=240n",,,,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",4.394e-6,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.23e-6,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",857.7e6,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",240.2e-3,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",14.64e-6,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",6.565,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",2.716e-15,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",359.8e-3,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1798,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-2.477e-15,,,
1798,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.332,,,
1798,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",9.291,,,
"Parameters: length=1u, Vd=200m, Vg=600m, width=480n",,,,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",6.613e-6,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",3.967e-6,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",861e6,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",220.9e-3,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",28.87e-6,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",7.277,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",5.337e-15,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",379.1e-3,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1799,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-4.975e-15,,,
1799,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",4.366,,,
1799,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",8.265,,,
"Parameters: length=1u, Vd=200m, Vg=600m, width=1u",,,,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",11.65e-6,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",7.605e-6,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",855.1e6,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",207.9e-3,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",58.91e-6,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",7.747,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",600e-3,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",10.96e-15,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",392.1e-3,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
1800,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-10.29e-15,,,
1800,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.055,,,
1800,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",7.605,,,
"Parameters: length=1u, Vd=200m, Vg=700m, width=120n",,,,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",6.403e-6,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",2.001e-6,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",791e6,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",365.7e-3,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",7.429e-6,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.713,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",700e-3,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",200e-3,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.495e-15,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",334.3e-3,,,
1801,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
