Point,Test,Output,Nominal,Spec,Weight,Pass/Fail
127,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",63.65e9,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",267.6e-3,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",249.7e-6,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",5.246,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",624.4e-18,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",532.4e-3,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
127,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-565.5e-18,,,
127,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.431,,,
127,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",99.16,,,
"Parameters: length=90n, Vd=300m, Vg=800m, width=1u",,,,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",86.81e-6,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",91.09e-6,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",60.93e9,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",258.7e-3,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",496.2e-6,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",5.447,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",800e-3,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.296e-15,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",541.3e-3,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
128,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.173e-15,,,
128,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",5.716,,,
128,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",91.09,,,
"Parameters: length=90n, Vd=300m, Vg=900m, width=120n",,,,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",26.74e-6,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",20.6e-6,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",65.71e9,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",399.5e-3,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",66.43e-6,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.224,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",160.9e-18,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",500.5e-3,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
129,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-141.2e-18,,,
129,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.484,,,
129,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",171.7,,,
"Parameters: length=90n, Vd=300m, Vg=900m, width=240n",,,,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",48.61e-6,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",39.33e-6,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",65.77e9,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",381.6e-3,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",132.4e-6,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.365,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",320.3e-18,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",518.4e-3,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
130,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-287.3e-18,,,
130,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.723,,,
130,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",163.9,,,
"Parameters: length=90n, Vd=300m, Vg=900m, width=480n",,,,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",87.2e-6,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",73.3e-6,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",64.35e9,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",367.5e-3,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",258e-6,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.52,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",638.2e-18,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",532.5e-3,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
131,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-577.6e-18,,,
131,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",2.959,,,
131,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",152.7,,,
"Parameters: length=90n, Vd=300m, Vg=900m, width=1u",,,,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",165.6e-6,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",142.5e-6,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",62.13e9,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",358.7e-3,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",517.7e-6,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",3.634,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",900e-3,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.326e-15,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",541.3e-3,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
132,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.2e-15,,,
132,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",3.127,,,
132,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",142.5,,,
"Parameters: length=90n, Vd=300m, Vg=1, width=120n",,,,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",44.06e-6,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",27.02e-6,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",59.76e9,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",499.5e-3,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",61.4e-6,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.272,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",163.5e-18,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",500.5e-3,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
133,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-141.2e-18,,,
133,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.393,,,
133,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",225.2,,,
"Parameters: length=90n, Vd=300m, Vg=1, width=240n",,,,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",82.12e-6,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",52.1e-6,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",59.54e9,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",481.6e-3,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",121.8e-6,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.337,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",325.5e-18,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",518.4e-3,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
134,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-288.2e-18,,,
134,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.483,,,
134,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",217.1,,,
"Parameters: length=90n, Vd=300m, Vg=1, width=480n",,,,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",150.9e-6,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",98.24e-6,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",58.4e9,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",467.5e-3,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",238e-6,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.423,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",648.7e-18,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",532.5e-3,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
135,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-580.7e-18,,,
135,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.578,,,
135,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",204.7,,,
"Parameters: length=90n, Vd=300m, Vg=1, width=1u",,,,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",291.5e-6,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",192.5e-6,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",56.34e9,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",458.6e-3,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",477.4e-6,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",2.479,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.349e-15,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",541.4e-3,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
136,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.207e-15,,,
136,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",1.638,,,
136,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",192.5,,,
"Parameters: length=90n, Vd=300m, Vg=1.1, width=120n",,,,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",61.93e-6,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",32.83e-6,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",52.18e9,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",599.5e-3,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",54.56e-6,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.662,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",166.4e-18,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",500.5e-3,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
137,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-139.3e-18,,,
137,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",880.9e-3,,,
137,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",273.5,,,
"Parameters: length=90n, Vd=300m, Vg=1.1, width=240n",,,,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",117.6e-6,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",63.55e-6,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",51.44e9,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",581.6e-3,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",107e-6,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.684,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",331.1e-18,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",518.4e-3,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
138,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-285.3e-18,,,
138,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",910e-3,,,
138,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",264.8,,,
"Parameters: length=90n, Vd=300m, Vg=1.1, width=480n",,,,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",220.1e-6,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",120.6e-6,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",50.3e9,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",567.5e-3,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",208.5e-6,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.729,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",659.7e-18,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",532.5e-3,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
139,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-576.2e-18,,,
139,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",947.4e-3,,,
139,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",251.2,,,
"Parameters: length=90n, Vd=300m, Vg=1.1, width=1u",,,,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",430.4e-6,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",237.2e-6,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",48.2e9,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",558.6e-3,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",415.3e-6,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.75,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.1,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.371e-15,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",541.4e-3,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
140,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.199e-15,,,
140,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",965e-3,,,
140,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",237.2,,,
"Parameters: length=90n, Vd=300m, Vg=1.2, width=120n",,,,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",78.69e-6,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",37.92e-6,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",44.47e9,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",699.5e-3,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",47.38e-6,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.249,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",169.6e-18,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",500.5e-3,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
141,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-135.7e-18,,,
141,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",602.1e-3,,,
141,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",316,,,
"Parameters: length=90n, Vd=300m, Vg=1.2, width=240n",,,,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",150.8e-6,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",73.49e-6,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",43.3e9,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",681.6e-3,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",91.8e-6,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.249,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",337.4e-18,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",518.4e-3,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
142,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-279e-18,,,
142,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",608.6e-3,,,
142,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",306.2,,,
"Parameters: length=90n, Vd=300m, Vg=1.2, width=480n",,,,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",285.1e-6,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",139.9e-6,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",42.16e9,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",667.5e-3,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",178e-6,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.272,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",672.1e-18,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",532.5e-3,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
143,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-564.7e-18,,,
143,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",624.5e-3,,,
143,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",291.5,,,
"Parameters: length=90n, Vd=300m, Vg=1.2, width=1u",,,,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",560.4e-6,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",275.5e-6,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",40e9,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",658.6e-3,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",351e-6,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",1.274,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",1.2,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",300e-3,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",1.397e-15,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",541.4e-3,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
144,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-1.176e-15,,,
144,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",626.4e-3,,,
144,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",275.5,,,
"Parameters: length=90n, Vd=400m, Vg=100m, width=120n",,,,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",46.55e-12,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",35.62e-12,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",3.32e6,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-398e-3,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.149e-9,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.28,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",55.1e-18,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",498e-3,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
145,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-18.06e-18,,,
145,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",24.68,,,
145,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",296.9e-6,,,
"Parameters: length=90n, Vd=400m, Vg=100m, width=240n",,,,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",58.4e-12,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",42.97e-12,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",2.002e6,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-415.9e-3,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.389e-9,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.37,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",110.5e-18,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",515.9e-3,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
146,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-35.92e-18,,,
146,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.79,,,
146,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",179e-6,,,
"Parameters: length=90n, Vd=400m, Vg=100m, width=480n",,,,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",78.52e-12,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",56.87e-12,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",1.323e6,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-430e-3,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",1.841e-9,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.42,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""vds"")",400e-3,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""cgg"")",221.5e-18,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""vth"")",530e-3,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""vbs"")",0,,,
147,695Project_gmID_TB_1,"OP(""/NM0"" ""cgs"")",-71.71e-18,,,
147,695Project_gmID_TB_1,"(OP(""/NM0"" ""gm"") / OP(""/NM0"" ""gds""))",23.45,,,
147,695Project_gmID_TB_1,"(OP(""/NM0"" ""id"") / VAR(""width""))",118.5e-6,,,
"Parameters: length=90n, Vd=400m, Vg=100m, width=1u",,,,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""gds"")",120.9e-12,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""id"")",86.36e-12,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""fug"")",961.6e3,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""vgt"")",-438.8e-3,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""gm"")",2.794e-9,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""gmoverid"")",32.42,,,
148,695Project_gmID_TB_1,"OP(""/NM0"" ""vgs"")",100e-3,,,
